30,1
278,1
294,1
42,3
52,2
111,1
84,1
59,2
83,3
90,3
70,1
91,2
194,1
197,2
186,1
31,5
273,1
8,11
2,38
1,85
228,1
145,1
127,2
6,17
474,1
147,2
179,2
183,2
192,3
307,1
260,1
11,10
4,26
29,7
224,1
116,1
64,6
17,9
7,23
131,3
336,1
205,1
19,9
78,1
272,1
266,1
15,9
73,3
189,1
56,7
41,3
141,1
98,1
34,7
160,1
337,1
99,1
10,11
102,2
225,1
81,3
324,1
57,3
295,1
248,1
86,2
43,3
334,1
206,2
261,1
14,7
108,3
26,5
55,2
171,3
58,4
139,2
309,1
50,7
177,1
514,1
163,2
505,1
370,1
33,5
156,1
85,4
24,4
107,3
282,1
184,1
100,5
169,2
413,1
76,4
134,3
635,1
289,1
122,2
268,1
605,1
104,4
210,3
211,2
381,1
44,4
12,13
281,2
264,1
434,1
97,1
918,1
114,4
451,1
117,3
151,3
318,1
130,5
9,14
346,1
683,1
254,2
87,3
175,1
181,4
132,1
469,1
135,3
74,5
71,3
408,1
241,1
82,5
198,2
28,2
365,1
245,1
304,1
638,1
154,3
233,3
66,3
400,1
172,2
219,2
46,3
720,1
614,1
218,1
51,4
196,1
125,2
88,7
236,2
69,4
199,1
32,7
120,7
47,2
126,3
215,2
385,2
48,4
39,8
203,1
540,1
133,2
300,1
54,5
276,2
109,4
239,1
72,4
165,1
442,1
105,7
68,3
316,1
149,3
237,2
79,6
246,4
190,1
697,1
23,7
123,2
290,2
3,28
340,2
173,2
262,1
95,2
25,6
143,6
222,3
101,5
110,5
170,2
317,2
159,1
80,4
16,10
174,2
20,5
178,4
5,20
679,1
92,3
504,1
167,3
146,4
212,2
45,4
75,4
89,6
67,2
180,2
144,1
592,1
258,2
223,1
560,1
226,1
166,1
21,7
188,1
62,7
113,7
450,1
373,1
36,6
49,2
35,8
195,2
207,2
204,1
37,9
103,1
477,1
140,1
269,1
485,1
148,1
157,3
93,2
124,4
465,1
128,1
96,4
320,2
213,1
164,3
191,1
60,5
227,1
115,3
152,2
61,4
398,1
155,1
492,1
209,2
18,7
112,2
138,3
22,10
129,3
94,3
65,4
473,1
136,2
13,7
687,1
77,5
38,9
27,9
