114,1
103,1
122,1
299,1
132,3
164,1
165,1
107,1
140,1
153,1
136,1
108,1
123,1
141,1
131,3
126,1
142,1
163,1
156,1
120,2
151,2
109,1
115,1
125,2
116,3
111,2
148,1
128,1
162,2
124,1
134,1
130,2
97,3
143,1
94,5
117,4
118,2
139,2
119,2
127,2
86,8
74,5
113,2
95,6
133,3
98,3
92,3
93,3
96,6
101,4
80,11
69,21
147,1
85,7
99,3
144,2
90,8
104,5
110,2
73,10
105,2
83,6
102,2
81,9
84,10
100,4
48,43
78,9
60,25
87,3
75,11
77,13
37,67
106,3
194,1
27,102
29,91
237,1
70,15
26,121
62,25
192,1
25,129
22,140
28,111
23,149
24,135
184,1
17,265
188,1
21,175
12,384
91,4
20,221
18,209
4,1751
174,2
7,694
42,60
172,1
5,1340
170,1
3,2828
82,10
1,12462
2,5389
19,220
173,1
6,980
11,401
10,457
89,7
9,480
88,15
8,621
52,40
182,1
15,286
181,1
14,311
16,276
13,349
44,53
33,89
112,3
59,24
51,47
68,14
49,44
45,49
55,39
65,18
41,44
32,92
199,1
34,111
31,90
197,1
30,83
66,15
35,77
53,41
36,63
47,55
39,73
71,19
56,28
40,64
38,82
76,15
43,54
64,25
63,25
79,11
46,48
61,25
72,13
58,20
50,44
54,35
224,1
57,32
67,19
