330,1
235,1
231,1
207,1
233,1
282,1
239,1
268,1
253,1
236,1
244,1
167,4
225,1
177,3
227,1
264,1
188,3
265,1
158,2
261,1
146,4
203,3
191,2
259,1
204,1
263,1
215,2
223,1
166,4
181,7
174,2
271,2
210,2
270,1
234,1
198,4
211,1
195,5
272,1
333,1
144,8
201,2
159,5
267,3
172,6
283,1
200,2
323,2
226,3
128,13
178,2
280,2
214,2
258,1
230,2
242,1
238,1
147,5
155,7
293,1
156,5
202,1
194,1
121,17
190,4
187,5
132,6
164,8
133,16
250,1
129,14
193,2
216,5
219,2
162,9
182,2
284,1
252,1
278,3
175,5
254,3
218,3
220,2
285,2
120,26
212,2
213,2
111,24
169,6
173,5
152,7
221,2
224,4
307,1
97,41
627,1
163,7
199,6
192,2
148,7
102,31
106,38
246,2
107,34
41,401
71,110
33,646
69,118
45,300
48,260
24,1217
49,252
40,422
73,97
240,2
140,13
29,904
196,4
26,1095
34,610
70,105
53,200
189,4
22,1512
31,715
36,524
347,1
10,7197
114,23
281,1
91,41
349,1
12,4830
179,5
32,687
67,121
122,16
717,1
43,343
55,211
85,66
6,19385
9,8829
176,5
72,90
37,508
274,1
59,145
101,36
38,480
205,3
28,956
186,3
19,1955
1,818233
168,8
4,43449
171,7
2,173826
63,154
84,66
5,28037
42,394
209,4
79,74
52,224
15,3232
86,63
7,14550
3,76263
170,10
96,47
17,2537
184,4
74,83
23,1420
397,1
60,166
109,34
367,1
30,780
197,4
351,1
14,3772
65,123
20,1826
18,2169
185,9
27,1008
90,57
257,3
11,5932
345,1
8,11036
87,54
92,41
13,4252
180,3
66,114
21,1721
62,127
95,48
16,2846
183,2
161,13
50,281
217,4
56,200
301,2
134,9
141,11
39,427
206,5
44,333
82,67
105,26
126,17
83,69
58,161
78,72
104,32
100,35
117,30
372,1
35,583
135,18
131,10
298,1
57,185
150,10
80,85
138,10
391,1
54,225
81,93
153,8
25,1120
61,148
75,89
243,3
76,90
142,17
130,16
47,287
116,20
51,267
89,52
113,29
125,14
108,23
127,23
160,6
103,45
165,4
414,1
77,77
476,1
139,14
99,33
151,5
88,53
145,10
149,11
46,290
68,128
157,8
118,17
112,28
94,42
136,14
154,8
98,40
143,10
115,22
119,20
124,15
93,41
137,10
64,131
110,31
123,16
